Popularity,Title,Genre,User Rating,Number of Votes,Runtime,Year,Summary,Director,Stars,Certificate
11435,Fortress of Fear: Wizards & Warriors X,"Action, Adventure",6.7,9,,1990,,,nan,
11436,Hero of Shaolin,Action,,,,2013,"Android FMV game that entirely uses footage from Da wu shi yu xiao piao ke (1977) aka Heroes of Shaolin. The player is the hero of the movie, who must defeat multiple opponents. The player ""fights"" by pressing arrow prompts that pop out.","Chi Chang,",Sing Chen,
11437,Fantastic Voyage,"Action, Sci-Fi",,,,1982,,,nan,
11438,Cat and Rabbit Rescue,Action,,,,2007,,,Brandon Vivian,
11439,Metal Clash,"Action, Sci-Fi",,,,1985,,,nan,
11440,Battle Cross,"Action, Sci-Fi",,,,1982,,,nan,
11441,Hard'n'Heavy,"Action, Adventure",,,,1989,,,nan,
11442,Zarzon,"Action, Sci-Fi",3.9,11,,1981,,,nan,
11443,Eureka!,Action,,,,1985,,,nan,
11444,Zoopang,Action,,,,2019,,,nan,
11445,Latent Lava,Action,,,85 min,2008,"A computer based feature film, a group of highly trained mavericks, known as Latent Lava, set out to foil a terrorist group intent on blowing up a school in the heart of a major metropolis.","Pranay Chulet,","Sean Gormley, Rizwan Mirza, Pranay Chulet, Jen Oda",
11446,007: License to Drive,"Animation, Action, Adventure",,,,2011,,,nan,
11447,Pulseman,"Action, Sci-Fi",7.1,18,,1994,"It is the 21st century. Doc Yoshiyama, a well-known scientist, has created the world's most advanced Artificial Intelligence, C-Life, making her self-aware and feeling. Eventually, he fell in love with C-Life and uploaded himself into his computer core, combining his DNA with her program core. As a result, Pulseman, a half-human and half C-Life was born. However, Yoshiyama, having lived in the computer world was so long, has since corrupted him and has renamed himself Doc Waruyama. Upon his return to the human world, he forms Galaxy Gang, a criminal organization posing as a video game company and spreading waves of cyber-terrorism around the planet. With the help of former Galaxy Gang member turned girlfriend Beatrice, Pulseman must now fight against his own father and the Galaxy Gang to save the world.",,"Ken Sugimori, Satoshi Tajiri",E
11448,BattleTanx,Action,7.6,17,,1998,"In 2001, a virus has killed 99.99% of the females on Earth. Various countries fight over each other's quarantine zones, and end up engaging in nuclear war, destroying much of civilization. The few remaining females (called Queenlords) are held by gangs who have taken over small pieces of the world. The main character, Griffin Spade, had his fiancée Madison taken away from Queens, New York by the U.S. government. Griffin ends up separated from his fiancée, and New York City is destroyed. He claims a tank for his own and sets out to cross the United States to find her, battling gangs as he reaches his goal. After surviving the ruins of New York City, Griffin heads westward gaining recruits in the countryside, Chicago, Las Vegas, and San Francisco.",,nan,T
11449,Beast Battle Simulator,Action,,,,2017,"Beast Battle Simulator is a physics based battle-simulation sandbox game featuring dinosaurs and animals. Kamikaze Zebras VS. T-Rex with laser guns, Lions with machine guns VS. a flock of 50 seagulls; anything is possible. Watch as the beasts dismember and rip each other apart in gory detail.",,nan,
11450,3 Count Bout,"Action, Sport",5.1,19,,1993,,,nan,T
11451,Shock Troopers,"Action, Adventure, War",7.6,17,,1997,"SHOCK TROOPERS, The fan favorite 2D top-down view action shooting game released exclusively on the arcades returns to the battlefield on Steam, Progress through the battlefield, choosing the best routes and strategy.",,nan,T
11452,Seiken densetsu: Rise of Mana,Action,,,,2014,,,nan,
11453,Puku-X,Action,,,,2016,,,nan,
11454,Hybrid Wars,Action,,,,2016,,,Pasha Sol,
11455,Samurai Unicorn,"Action, Horror, Sci-Fi",,,,,,"Jordan Turner,","Emma Jensen, Shaun Foley, Kelly Nicholson, Sean Foster",
11456,Sonic Time Twisted,"Action, Adventure, Fantasy",,,,2017,"Sonic Time Twisted is Sonic fan game Taking place in an alternate timeline that follows the destruction of the Death Egg and the death of Dr. Robotnik, Metal Sonic returns from the Little Planet with a plan to resurrect his creator.",,Bryce Stock,
11457,Thunder Cross,"Action, Sci-Fi",7,13,,1988,,,nan,
11458,Kung-Fu Live,"Action, Sport",,,,2010,,"Teemu Mäki-Patola,","Mara Junot, David Perez Babich",
11459,Brave Eduardo,"Animation, Action, Adventure",,,,2022,,,"Dhruv Gupta, John Wang",
11460,Splendor Blast,"Action, Sci-Fi",,,,1985,,,nan,
11461,Cotton: Fantastic Night Dreams,"Action, Adventure, Fantasy",6.6,17,,1991,"Players take the role of a young witch Cotton who, alongside her fairy companion Silk, sets out on her broomstick on a quest to defeat several monsters and get her Willow candy.",,nan,E
11462,Laser Ghost,"Action, Horror",5.5,12,,1989,,,nan,
11463,Gargoyle's Quest II,"Action, Adventure, Fantasy",7.6,31,,1992,"A long time ago, in a place called the Ghoul Realm, there was a young ghoul warrior, a gargoyle named Firebrand from the town of Etruria, who set off on a journey to unravel the mystery of The Black Light.",,Tokuro Fujiwara,
11464,Dragon Ball Z: Goku's Fierce Battle Story,"Action, Adventure, Fantasy",,,,1995,,,Kazunori Iida,
11465,Altair II,"Action, Sci-Fi",,,,,,,nan,
11466,The Atari Collection 1,"Action, Adventure",6.5,20,,1997,A fun collection of six classic Atari games.,,nan,K-A
11467,Dragon Ball Z TV Game,"Action, Fantasy",,,,2006,Use the Shenlong Dragon Joystick to play 3 Dragon Ball Z games on your TV.,,nan,3+
11468,Starpoint Gemini 2,Action,,,,2014,,,"Lauren Synger, Tamara Ryan, Mike Goral",
11469,Asphalt 4: Elite Racing,"Action, Adventure, Sport",,,,2008,Asphalt 4: Elite Racing is an arcade racing game and the fourth game in the Asphalt series.,,Stanislas Dewavrin,E
11470,Paranoia 2: Savior,"Action, Horror",,,,2015,,,Mikhail Kadikov,M
11471,Autorally-M,Action,,,,1984,,,nan,
11472,Moryo Senki Madara: Daikongo Rinhen,Action,,,,1993,,,nan,
11473,Merry Gear Solid: Secret Santa,"Action, Adventure, Comedy",,,,2006,,"Arthur Lee,","Arthur Lee, Duncan Roberts",
11474,Doragon naito,"Action, Fantasy",,,,1989,,,nan,
11475,Day Watch,"Action, Adventure, Fantasy",,,,2006,,,Alexander Mishulin,
11476,Secret Quest,"Action, Sci-Fi",,,,1989,,,nan,
11477,Trilink,Action,,,,2016,,,nan,
11478,Bio-Hazard Battle,"Action, Sci-Fi",6.1,30,,1992,,,Nasu Kazumi,
11479,Railfan,Action,,,,2006,,,nan,
11480,Police Simulator Patrol Duty,Action,,,,2019,,"Renalto Martinho,","Kamran Nikhad, Maria Amelia Park",
11481,Destroyer,"Action, Sci-Fi",,,,1980,,,nan,
11482,Super Smash Land,"Action, Adventure, Family",,,,2011,Super Smash Land is a fan-made free to play PC Game that is designed to look and feel like it is being played on the original Nintendo Gameboy.,,Dan Fornace,E
11483,Shoo and Box,Action,,,,2007,"Shoo and his friend Box are stranded on a desert island, and must collect wood to build a boat so they can escape.",,Brandon Vivian,
11484,Kyros,"Action, Fantasy",,,,1986,,,nan,
11485,Strugarden,Action,,,,2004,,,nan,
11486,Iron Phoenix,Action,,,,2005,,"Lani Minella, Ali Donovan,","Aaron Habibipour, Brian Urquhart, Chris Wilcox, Erin Ashe",
11487,Wanted Corp.,Action,,,,2011,,,nan,
11488,Maousama daigyakuten!,Action,,,,2015,,,nan,
11489,Army of Ruin,"Action, Fantasy",,,,2022,Army of Ruin is an auto-shooter in which you guide legendary heroes on a quest to defeat the Armies of Evil.,,nan,
11490,Dragon Knight 5,Action,,,,2017,,,nan,
11491,Asphalt 6: Adrenaline,"Action, Adventure, Sport",7.3,11,,2010,Feel the thrill of racing like never before in the newest adrenaline-pumping edition of the Asphalt series.,,nan,E
11492,Rascal,Action,3.3,65,,1998,"In Rascal you must rescue your kidnapped father, a professor, from the clutches of the evil Chronon. Chronon is using Rascal's father to perfect time travel for his evil plans and it's up to you to stop him. You are armed with a bubble-blowing gun to take on Chronon minions as you travel through time. There are six worlds to explore which include a medieval castle, the Wild West, Atlantis, a pirate ship, prehistoric times and the Time Dimension. Each world has three time zones covering the past, the present and the future. In each of those levels you assemble an hourglass of six pieces, which teleports you back home.",,Jon Burton,E
11493,Star Trek: The Rebel Universe,"Action, Adventure, Sci-Fi",6.3,34,,1988,"In response to the greatest challenge that Starfleet Command has ever faced, the crew of the Starship Enterprise have been ordered to take their vessel into what has become the most dangerous area of the galaxy, the Klein sphere. Facing legions of rebel Federation Starships, and Klingon and Romulan Battle Cruisers, Captain James T. Kirk and the crew of the U.S.S. Enterprise must quell the rebellion and restore peace to the galaxy.",,nan,
11494,Halcyon Sun,"Action, Adventure, Sci-Fi",,,,2002,"The game tells the story of Dru Avery, a squadron commander that leads a group of fighter in the last days of a space war set between a coalition of the Eridani race and the Carolan Commonwealth (the latter of which Avery is a member), and the Nolledah Revolutionary Republic. The story also contains more drama-like elements such as complex relationships. For instance, Avery's girlfriend is the Eridani liaison officer on the Carolan base ship and this leads to trouble as the relationship between the two factions in the coalition deteriorates due to rivalry. The story is furthered through lengthy, rendered cut-scenes including cliffhangers and credit sequences that can take up up to twenty minutes for a portion.",,James Brooksby,
11495,AeroGauge,"Action, Sci-Fi, Sport",5.9,19,,1997,"In the tradition of F-Zero and Wipeout, AeroGauge is a sci-fi racer that pits you and a friend in a fast-paced race to the finish through futuristic tracks, riding and competing with crafts that act more like planes than racing machines as they skim many meters above the ground. Play solo through the grand prix, or beat down your best times in the time trial mode. Each track features a number of twists and turns, whether it be racing upside down or vertically, with a number of obstacles in your path. There's no weapons, though, it's just you and the open road ahead.",,"Shigehiro Itoh, Takashi Kumegawa, Koji Nakanishi, Akira Otsuka",E
11496,BhusalSaab,Action,,,,2021,"About BhusalSaab. After a failed robbery, John goes to prison, and after being released he discovers that his friends have betrayed him, the gang has broken up, and former associates have moved to other clans. John takes up arms and goes to war to take revenge and regain his former greatness. He will have to destroy all the gangsters of the city but alone. For each enemy killed John receives money that can be spent on weapons and upgrades. Right on the battlefield you can buy any of the four weapons, throw a grenade into the crowd and even drop a bomb. In between showdowns you can increase the power of the guns and improve the wall that protects John from enemies. Nepal's Gangster Game Features: - Easy casual gameplay that requires no training - Easy mouse control - Cartoon graphics - 40 levels - 5 types of weapons, grenades, bombs and a protective wall - Upgrade weapons BhusalSaab is about holding down your streets as the baddest gangster alive. Fight through waves of gangsters before they make it to you and destroy your defences. Hold down your city with many different gun and defence upgrades. BhusalSaab is Nepal's gangster game were your streets as the baddest gangster alive. People of the BhusalSaab think that the police cops and other saviours can't defend the whole hero city and you should go ahead to rescue the whole city from gangsters. He is spreading terror with his dangerous attack, shooting, spy assassin and criminal escape skills. This time no security operation can make his survival impossible. He has figured out a few survival options in the city to get his land back. The underworld crime network is stronger this time. Get excited to become a speedster mafia hero. People of the BhusalSaab think that the police cops and other saviours can't defend the whole hero city and they think there should be a Mr incredible mutant hero and just legend of mafias can save the arena of city hero with gangster kill.","Faucongz,",Om-Bhusal,
11497,Starfighter 3000,"Action, Sci-Fi",,,,1994,"3037. FedNet is now in control of the federation, and in an attempt to gain the trust of the population following decades of corruption and warfare, the FedNet Space Corps were sent to the outermost planets to crush the small-time warlords still running the show there. After being ""convinced"" to join them in a tour of duty, he is assigned to an elite flight group with the only purpose of testing the most cutting-edge technology. A remake of the original game of the same title released a few years before for the Acorn Archimedes platform, Starfighter 3000 features more detailed graphics (now all surfaces are texture-mapped and a fogging filter reduces clipping). Featuring 15 levels in 4 worlds, the player controls the Predator Mark-IV, a fighter ship capable of space and atmospheric flight. However, other than the handy boost button, the player has no control over the throttle, (unless he uses a flight stick with thrust controls such as 3DO's CH Pro stick) and must keep moving at all times. In post 3DO releases, only two points of view are available: behind (better for acrobatics and general flying) and cockpit (accurate aiming and NOE flight). The 3DO release contained several more, like a TV-style fly-by-cam, weapon cameras, and enemy cams that could show a nearby enemies' POV. By picking up crystals the player is able to upgrade his craft and obtain more ammo, and by combining colors, get more powerful weapons, some also obtainable from parachute drops sent by FedNet. One of the defining features of the game is using the laser (basic weapon) to terraform the map. As the game map is composed of tiles, some with higher or lower vertexes can be leveled by simply firing repeatedly at the same area. This allows players to strategically avoid heavy defense turrets by simply collapsing a hill, or destroy a heavier turret by simply burrowing the ground beneath it. The player starts the game with three lives and earns one every 250k points. Losing all lives means a game over, but as there isn't a profile for each pilot (like in","Gary Lake-Schaal,",Howard Swain,
11498,The Perfect General,Action,,,,1996,"This military strategy game involves the Blue Army fighting the Red Army. The game contains both a Campaign mode and a Tournament mode. In the Campaign mode, the player fights through various maps completing missions. The player is given a certain amount of funds to be spent on purchasing troops and vehicles. Once the units are placed on the map, the player is given a turn where they can move their units and fire on any opposing forces. Movement is done on a hex-based grid. The Tournament mode is the equivalent of an exhibition mode. The player can choose to play against the computer, another player, or even just watch the computer play itself. In this mode, the player is also given the option to set certain parameters and choose what map to fight on. There is also a bonus game which is like an 8-player version of Bomberman with tanks.",,nan,
11499,Cosmikaze,"Action, Sci-Fi",,,,1981,,,nan,
11500,Sky Raider,Action,,,,1978,,,nan,
11501,Shinken!!,Action,,,,2015,,,nan,
11502,Pro-Racer,Action,,,,1978,,,nan,
11503,404Sight,"Action, Sci-Fi",,,,2015,,,nan,
11504,Pyros,"Action, Adventure, Fantasy",6.8,14,,1987,,,nan,
11505,Microcandy,"Action, Adventure, Fantasy",,,,,"Microcandy is the treat, a reward for winning. Macrocandy Game is immersive gaming that takes you to a wild and colorful world. RPG Game, Virtual Reality, maze of multiple layers. Compare to Minecraft or Pokemon Go, but is brand new.","Tasciotti,","Samein Tasciotti, Arajah Keyboa, Ahgamen Keyboa, Shylah Keyboa",
